city,temperature,humidity,rainfall_mm,date
Osaka,25.909331275292477,64.28816500330574,2.717361033171202,2024-03-17
Nagoya,26.24110293150168,66.93105607263143,0.09145146658282576,2024-03-18
Nagoya,22.70319550229878,61.76441555277225,7.869343172279621,2024-03-19
Osaka,20.75077815267604,56.329721609166775,0.35772655764686,2024-03-20
Nagoya,29.151679082721227,51.724097793512804,3.214695072837621,2024-03-21
Tokyo,20.719580870455665,60.86143883046375,4.112616604663264,2024-03-22
Osaka,25.357831186096963,49.27860988014393,4.950042355320459,2024-03-23
Tokyo,22.611712766174417,30.78649516505393,5.833892980285947,2024-03-24
Tokyo,27.39489912873196,64.36559804157667,1.4602739846099724,2024-03-25
Osaka,26.66831052643474,69.03934841086195,0.05014449182274021,2024-03-26
Nagoya,30.187699721289498,36.37067564458162,6.426703629946992,2024-03-27
Tokyo,22.449918005726264,49.90269295290062,3.8356545643634714,2024-03-28
Osaka,23.650625323533145,66.19154261005198,9.043034056564426,2024-03-29
Tokyo,20.106181421088465,80.574954697117,8.612707276657229,2024-03-30
Tokyo,22.77853369961944,60.20793707675408,9.267945682339606,2024-03-31
Tokyo,26.88650246522426,52.71997058770866,3.318861004991347,2024-04-01
Tokyo,28.78494308322676,58.1710355889516,2.029538999184942,2024-04-02
Nagoya,20.389173379111874,73.74876419148185,7.8404771291596465,2024-04-03
Tokyo,29.3480296005283,53.54035820875465,3.000963530161353,2024-04-04
Tokyo,31.778189294024756,52.00807993349746,1.0132878735771451,2024-04-05
Tokyo,27.067174516118506,55.17256477817968,9.654211885867282,2024-04-06
Nagoya,34.38397906279033,50.466713917412875,10.70913332417349,2024-04-07
Tokyo,21.131054004482134,61.22670315994795,3.1396983800225375,2024-04-08
Tokyo,18.776726483442914,76.2467845846956,0.39359144843978927,2024-04-09
Nagoya,16.106398755478608,63.23079273116029,2.4536943501757476,2024-04-10
Nagoya,32.480221557445915,57.47646497873713,8.136422586247193,2024-04-11
Nagoya,28.27182828177029,57.08188731084456,11.602423117498834,2024-04-12
Tokyo,24.722076645447725,44.36809191303343,1.1374696431004256,2024-04-13
Nagoya,26.399843131599102,68.83109777147159,0.34660897801817364,2024-04-14
Nagoya,19.372554763508116,59.22162802987198,10.492121014020714,2024-04-15
Tokyo,37.228759898084135,58.19520086409374,2.4666064372231298,2024-04-16
Nagoya,25.646105909876137,91.93107567844861,3.9018215946856776,2024-04-17
Tokyo,25.546973973024464,62.98752908365686,17.220390602646056,2024-04-18
Osaka,28.62883311949346,52.48208949904816,0.3444182867956367,2024-04-19
Nagoya,27.405046158683568,55.736424037944566,5.225139709923749,2024-04-20
Osaka,26.119420121395656,71.48445709196756,0.3849744904506248,2024-04-21
Tokyo,21.04762772277344,61.13270410537764,2.3537709819860084,2024-04-22
Nagoya,27.357341785679978,45.61722021682633,8.14347434561074,2024-04-23
Tokyo,34.41012248237517,69.19228934575203,2.8411459213976,2024-04-24
Osaka,31.727100230774887,53.31855914461006,29.359267299804664,2024-04-25
Tokyo,32.965933133196984,78.73297776217545,4.094224227788536,2024-04-26
Nagoya,22.443921617844076,70.80048065714648,1.9368649544732373,2024-04-27
Nagoya,20.051975898707095,55.52678104341249,1.24302047501835,2024-04-28
Osaka,24.37106539950176,72.81016361735112,2.1579202945019085,2024-04-29
Tokyo,25.278624561443472,60.678555105274036,2.330323176468781,2024-04-30
Nagoya,30.470957592354743,68.52773675122219,0.35594253131322523,2024-05-01
Osaka,16.537676851425903,64.84732817294474,2.306799069853607,2024-05-02
Nagoya,32.64775159730307,51.536433450091266,3.1203310823324064,2024-05-03
Nagoya,24.209960507105052,53.56450167682538,6.413957389264605,2024-05-04
Tokyo,22.8655946502629,70.29960817581161,5.34618234187654,2024-05-05
Nagoya,19.93947812369916,56.65224667893459,6.1681351370333335,2024-05-06
Tokyo,16.725716640671152,55.96351536758003,0.04199426856058394,2024-05-07
Nagoya,29.115852919809573,50.44877420650647,1.227376543151715,2024-05-08
Osaka,25.36658983594202,64.23599065593461,5.418878807356186,2024-05-09
Nagoya,18.55019550129473,80.62524919243145,3.3081395470501223,2024-05-10
Tokyo,18.52460613968192,49.32467085745727,0.026638211927366016,2024-05-11
Tokyo,23.32107650354936,60.24219456672758,8.160837477457024,2024-05-12
Osaka,33.34510762644696,74.12220555415429,7.409833644919387,2024-05-13
Nagoya,23.702043243181976,59.203586087542845,3.975004405811174,2024-05-14
Nagoya,17.48428523440947,64.52371796249734,0.3438751498821395,2024-05-15
Osaka,23.77128467957028,49.376064718531204,7.273188279549895,2024-05-16
Nagoya,23.636382151261646,64.28307097207649,4.38190882295859,2024-05-17
Nagoya,11.515566785292142,58.12855734995451,7.615383210126404,2024-05-18
Tokyo,24.72852566741094,69.85729995679863,6.966534304535216,2024-05-19
Nagoya,23.84532734895661,71.87386051564751,8.122810339259654,2024-05-20
Nagoya,28.48103182406709,85.89563642018614,3.6491395017543886,2024-05-21
Osaka,34.244780474726724,65.79633173213576,0.7560015384221204,2024-05-22
Osaka,30.632825147738785,63.257963165821664,5.560881426470513,2024-05-23
Tokyo,23.655556547225846,61.94384301577336,4.844158034676422,2024-05-24
Nagoya,19.467370456291647,56.46833707189312,6.778887608141981,2024-05-25
Nagoya,37.8667990162493,63.38483843461691,0.9309311113175609,2024-05-26
Nagoya,25.29609217007244,57.04598589860971,1.0844109723041844,2024-05-27
Tokyo,25.06964645956473,61.68460976269614,11.055023720907293,2024-05-28
Tokyo,24.879374564449982,73.17597535607959,6.9310277943560505,2024-05-29
Osaka,25.990423803839274,49.934574347203586,11.942266819727802,2024-05-30
Tokyo,24.278197940380288,71.39878561129045,7.108889013113904,2024-05-31
Nagoya,22.131689965598817,73.17115067339866,4.546020829885577,2024-06-01
Nagoya,22.26570529379804,58.81931473008921,5.308501052794627,2024-06-02
Tokyo,24.836233648920008,38.78145100991405,10.996891050998268,2024-06-03
Nagoya,22.282876144331176,53.921780129055676,4.323317676020178,2024-06-04
Nagoya,21.435771086614178,72.96994546561109,5.003681439657029,2024-06-05
Tokyo,25.532151138459483,59.77131937701118,0.8508388667527144,2024-06-06
Tokyo,23.725113912895722,50.00697767705089,3.211521529083448,2024-06-07
Nagoya,32.51996494291345,54.95225078771782,6.300901504357142,2024-06-08
Nagoya,11.745150958034941,68.40620026504553,1.5800147346499278,2024-06-09
Nagoya,30.45753425961231,65.4673356820138,1.1298262711589633,2024-06-10
Osaka,31.230425962488145,57.61067900830306,1.8831260848764964,2024-06-11
Osaka,14.633048837959253,56.33175588185313,1.3820665406717283,2024-06-12
Osaka,23.286562029598258,56.08241850956178,1.2098013849627498,2024-06-13
Tokyo,23.142795670021044,50.77589815501497,2.765629340582181,2024-06-14
Osaka,17.962441526410892,76.15375689469442,11.921064783844441,2024-06-15
Tokyo,21.110916562045624,56.7767953078866,3.5368354977931604,2024-06-16
Tokyo,19.447120772670857,72.17158520825497,1.0407844522212926,2024-06-17
Osaka,33.761352217118116,75.21316051922452,0.40047675444223196,2024-06-18
Osaka,29.678391965737305,69.9831089814796,5.956206724269233,2024-06-19
Osaka,31.357775474970794,55.683796872819514,2.4128007830491347,2024-06-20
Nagoya,28.608360320216175,64.03730090336609,8.625112205608028,2024-06-21
Osaka,19.354741143913856,59.758043936090836,5.386858899283821,2024-06-22
Nagoya,22.37739866860113,50.96298139269872,7.954097836041615,2024-06-23
Tokyo,27.44687280613959,63.24359281721603,1.5869005592718597,2024-06-24
Nagoya,18.889360955540273,48.20960208840198,5.894107541012077,2024-06-25
Osaka,28.56499215086194,71.87679388461564,1.5330469106684042,2024-06-26
Tokyo,23.798373009209325,55.35382702701607,13.99002329675527,2024-06-27
Tokyo,23.125895962252013,62.01159655872839,5.058150931618789,2024-06-28
Tokyo,28.554799841017456,62.83287871546142,1.9615979526792973,2024-06-29
Nagoya,27.2213165574302,57.410950262959226,1.570211432581741,2024-06-30
Osaka,23.1951691709046,65.86693801475275,1.0593280914634784,2024-07-01
Tokyo,30.79664901682124,55.25096343377476,5.931335053787402,2024-07-02
Tokyo,19.594683362000513,68.71297297457244,1.234080317687602,2024-07-03
Tokyo,28.07967803472132,46.54020319753251,4.523086485645732,2024-07-04
Nagoya,27.96550628984192,61.26379579546412,1.536941705045495,2024-07-05
Nagoya,23.452267803430047,79.38928999058285,5.423087542058411,2024-07-06
Osaka,26.63066511121059,49.99668675394425,8.435368576448173,2024-07-07
Nagoya,18.744432118073483,53.222550294751485,7.525958057169422,2024-07-08
Tokyo,29.620135096034506,65.13907849658915,7.153349370632601,2024-07-09
Osaka,24.075489317785056,61.79581781939598,1.0395656616596674,2024-07-10
Tokyo,22.386384897404803,63.50630099273559,0.462687345025399,2024-07-11
Tokyo,30.245046129184445,64.89187130147664,6.002375118285905,2024-07-12
Nagoya,21.478281547286205,66.3472146856177,2.297077123598895,2024-07-13
Osaka,17.957693518182204,71.09699841956223,2.831217998206428,2024-07-14
Nagoya,17.216854132380483,64.09818656928513,0.15822270730651902,2024-07-15
Nagoya,28.030049756728197,57.58742345381457,1.5026644533912372,2024-07-16
Osaka,18.597853237518585,66.72573701202731,0.1712825761378989,2024-07-17
Tokyo,33.77397090992182,78.99881934895215,10.567506119683948,2024-07-18
Tokyo,14.59035296058139,58.67366253617426,1.394580914974728,2024-07-19
Osaka,33.48228184145019,50.254706953293585,4.074734519277519,2024-07-20
Tokyo,26.05508733601309,71.07080669286972,0.19879675840272978,2024-07-21
Osaka,24.516434440648037,58.796188360464015,5.495773048072541,2024-07-22
Osaka,22.275404565955252,38.27330453985964,1.950621997161652,2024-07-23
Nagoya,26.995680571760353,68.47421677150422,11.409952473304836,2024-07-24
Osaka,24.81182648787576,54.64671814046077,10.951561116018706,2024-07-25
Nagoya,30.516509410082605,59.094667176958396,1.9673661327106797,2024-07-26
Tokyo,25.571138243310198,63.319803305690144,11.561202569055897,2024-07-27
Tokyo,25.75150880730939,61.904996797790666,27.808386180741863,2024-07-28
Tokyo,23.18193893893072,67.09451817139039,8.726736769711309,2024-07-29
Tokyo,24.715271881394663,55.645136294301565,9.317502459260151,2024-07-30
Nagoya,26.539008844460295,65.13105798176083,1.431806299604674,2024-07-31
Tokyo,16.449158036716874,57.40453322416083,4.298398992553327,2024-08-01
Osaka,18.259072889471433,67.38810480887503,0.3481220362865055,2024-08-02
Osaka,28.716320470113576,66.15367484013053,0.49864830924027337,2024-08-03
Osaka,25.854327190639708,50.645612979554045,34.02875609944641,2024-08-04
Nagoya,24.080083318236603,70.85982116175032,1.9773702970479465,2024-08-05
Tokyo,25.092169665326967,54.64036554885952,6.89528133814556,2024-08-06
Tokyo,26.737908526808354,68.08057798281145,8.216655588657973,2024-08-07
Tokyo,22.301201598453193,63.67287313401341,9.760460575716627,2024-08-08
Nagoya,21.108476372988438,78.38183676795123,30.22073593021617,2024-08-09
Osaka,25.979226275488408,57.76534017628148,1.3820392319829855,2024-08-10
Osaka,20.10813611192484,56.506832038818025,0.2059375297847147,2024-08-11
Tokyo,27.041263778572358,59.805803941122676,2.6482715304569138,2024-08-12
Osaka,16.4870819788108,56.968202171657246,0.6967739778697819,2024-08-13
Osaka,30.14577818662822,67.9994190194205,0.11340586641273957,2024-08-14
Nagoya,27.362987412065216,43.83689391563412,2.2347712126266646,2024-08-15
Nagoya,26.28014867156938,49.46317580853646,7.656329021790304,2024-08-16
Nagoya,29.91345491972757,49.32197078420807,4.17563585401623,2024-08-17
Nagoya,33.32737222231288,69.50307591973575,1.875489395772082,2024-08-18
Tokyo,30.07185032509065,77.10613372581925,5.311527239748333,2024-08-19
Nagoya,15.795628843341774,58.955507814625285,1.3199460919587747,2024-08-20
Osaka,18.602115166321493,58.311782768099896,0.07242930686019672,2024-08-21
Tokyo,21.875907111521606,60.700521631131814,7.227109981674551,2024-08-22
Osaka,25.13045525105417,71.6187830260819,4.88741541994483,2024-08-23
Osaka,27.588295102345615,50.72646865809426,7.183784729547108,2024-08-24
Osaka,21.371280934232672,62.38368982734785,0.19858186663832364,2024-08-25
Nagoya,25.93383382238539,69.7519762978243,9.073696303464502,2024-08-26
Nagoya,21.22308533823339,65.01094169939846,4.8316898045698,2024-08-27
Tokyo,21.942410985040258,61.89581616598743,4.143635930371261,2024-08-28
Tokyo,17.96669451575889,70.01046092567141,4.899002886260929,2024-08-29
Nagoya,20.38383376944548,32.967677070007625,9.991455584666099,2024-08-30
Osaka,18.24157697191833,66.77875319530908,4.420769803459724,2024-08-31
Tokyo,20.120633735113337,53.45924316872576,4.348829704919095,2024-09-01
Nagoya,30.268208983039198,41.69367103143543,23.37751105393526,2024-09-02
Nagoya,20.253005555840286,65.11202599524981,7.067920140598498,2024-09-03
Nagoya,38.161910324186955,73.73658545162958,2.919614941672946,2024-09-04
Osaka,27.466589504404446,58.62551485372308,6.144692688281089,2024-09-05
Nagoya,25.92418061847437,69.52874547202939,2.4651779752405427,2024-09-06
Nagoya,20.708211099093933,76.12278257988646,1.2995269560208722,2024-09-07
Nagoya,28.501549397044958,73.14914453584048,4.5422561670941555,2024-09-08
Nagoya,22.12181086881113,76.39964529371393,13.168107520581172,2024-09-09
Tokyo,25.610049073226808,67.42127491071892,13.235212029327808,2024-09-10
Tokyo,37.800422691343975,60.754336389015926,2.092032018851315,2024-09-11
Nagoya,24.51970050137675,43.980341881028316,3.750465962435363,2024-09-12
Osaka,30.74636663142838,57.53937511870051,1.1889761909378165,2024-09-13
Tokyo,21.48411787437056,51.567534046838084,27.16623096007408,2024-09-14
Nagoya,24.82505754751519,81.70942717497815,19.84770656162156,2024-09-15
Tokyo,33.85400317817755,58.24114187567663,5.2421002494304805,2024-09-16
Tokyo,21.865164711061162,61.23204806784486,8.158777018532883,2024-09-17
Osaka,34.062242789984644,65.51485376040468,6.27808801792394,2024-09-18
Nagoya,28.538759677277376,60.436024463724536,4.496654568445091,2024-09-19
Nagoya,22.18766612052866,76.95051040430752,0.2741186319598373,2024-09-20
Osaka,28.162038695277605,53.77350638265548,3.0326858939522596,2024-09-21
Osaka,29.86277224813365,61.94607455237243,5.616363904695659,2024-09-22
Nagoya,28.10904981108598,52.57529414301952,5.658750875488164,2024-09-23
Nagoya,17.148876400547717,46.79977488779294,2.3350216057317392,2024-09-24
Osaka,21.364314120875658,53.882309090947146,14.21007872475774,2024-09-25
Tokyo,23.762406822242475,59.62963202951588,0.9157516941152922,2024-09-26
Tokyo,24.62783285449977,55.7069777548274,3.469331657590699,2024-09-27
Osaka,28.103360487753392,53.07579020126144,5.870192960707369,2024-09-28
Tokyo,25.888505004666268,45.93682536328166,5.972353891048593,2024-09-29
Osaka,18.323278206449494,59.16894427371305,5.229704854910359,2024-09-30
Tokyo,26.900989255029817,44.952796259689975,1.609906194807168,2024-10-01
Tokyo,28.052928726419115,67.60055963689602,0.8492378198547863,2024-10-02
Nagoya,27.7989522396552,60.824397529345035,5.0521874374619475,2024-10-03
Nagoya,30.403903627773108,45.4244850053507,4.572737712303205,2024-10-04
Tokyo,29.16961077274452,56.907909229501364,0.9883294682328686,2024-10-05
Tokyo,27.295900396142184,52.478435944094166,6.106258569092443,2024-10-06
Nagoya,24.649171442706766,63.1917451041918,3.0364255764388965,2024-10-07
Nagoya,16.69519533242004,73.40450446023145,5.509497301556076,2024-10-08
Nagoya,27.148091095662927,41.248275303542556,9.081298204613951,2024-10-09
Osaka,26.038438435815557,61.150260791474174,0.930012186111506,2024-10-10
Tokyo,26.357894185976868,58.398672044333594,0.09665252060320517,2024-10-11
Nagoya,18.616257120898453,66.71340076450466,7.55028438535453,2024-10-12
Tokyo,19.594717297958688,62.131966282376894,4.704165038596199,2024-10-13
Osaka,30.26576426666452,52.48030668261181,6.013860454390006,2024-10-14
Osaka,24.802224230716725,56.80946064333382,9.105580186750542,2024-10-15
Nagoya,28.40750348686312,52.03974143196511,8.117961443897677,2024-10-16
Osaka,25.141591880652307,70.76007138598598,16.210741057540957,2024-10-17
Tokyo,25.148780697478728,60.21311648671942,3.838654101381316,2024-10-18
Nagoya,29.691419029879988,79.01190685753008,3.3519957766380086,2024-10-19
Tokyo,22.41977635891313,59.39339186185379,2.5698795693722025,2024-10-20
Tokyo,25.480603884704916,52.91593233089537,0.8343539423031892,2024-10-21
Osaka,22.688623556474788,44.862856073871725,4.250259296105759,2024-10-22
Osaka,22.82751886283842,41.96860323744055,1.6218168984630423,2024-10-23
Osaka,23.454139382656802,44.158640569945106,12.711037909505007,2024-10-24
Osaka,26.110668858168566,62.67126651011483,4.375633630557236,2024-10-25
Osaka,22.606256891682612,65.08725023229934,4.492747468663413,2024-10-26
Nagoya,31.278780627867604,44.188092979678665,2.19194082082837,2024-10-27
Tokyo,20.52696348890248,68.95038314076115,0.2669477234958443,2024-10-28
Tokyo,24.065641779193204,55.1693894831656,0.16129260770302406,2024-10-29
Tokyo,22.801344708629124,61.467930119855495,2.752470101567029,2024-10-30
Tokyo,32.23488942176866,76.12220628255425,0.44178164933378405,2024-10-31
Osaka,25.982773882557872,68.96839315865532,4.667781584065128,2024-11-01
Tokyo,30.159222697343175,57.314693520941674,10.64202484115725,2024-11-02
Nagoya,17.57219813481514,51.08807774584713,10.724267725759072,2024-11-03
Nagoya,26.335251329346296,38.48184598670695,5.380029890547041,2024-11-04
Tokyo,29.448153978117183,52.8084668075758,1.1864141540467563,2024-11-05
Tokyo,25.41141994637712,57.88869761172305,9.938756123270604,2024-11-06
Nagoya,30.327401875326757,50.12820472848816,10.86188387330262,2024-11-07
Nagoya,22.41355774949814,58.68743032907695,1.0948462850360547,2024-11-08
Osaka,32.0467372009279,60.768518829587684,6.686113292848202,2024-11-09
Nagoya,36.49449061809625,57.751440181919214,1.6880012053853386,2024-11-10
Osaka,23.185807197801704,53.4999741917654,8.113636947089958,2024-11-11
Osaka,22.77248739299614,61.68654671966728,29.458819920511765,2024-11-12
Osaka,32.2669223855885,64.41940649569409,0.15243008731011756,2024-11-13
Osaka,32.89786072865356,49.096009225571535,11.382923547395158,2024-11-14
Osaka,22.385699864233658,74.10932379746271,4.8726527722878155,2024-11-15
Tokyo,22.899065914520712,59.014118677157384,18.130954308603386,2024-11-16
Nagoya,23.591076955697464,60.188496229448475,3.1275316100669692,2024-11-17
Osaka,18.277747444828613,67.08214423256557,9.399280356643363,2024-11-18
Nagoya,20.40674026757901,62.332161312635016,0.32212767012842175,2024-11-19
Nagoya,19.97929616623966,69.53136633913245,2.0419397528551704,2024-11-20
Osaka,21.161012174479357,62.87124165201824,0.3468390182076232,2024-11-21
Tokyo,24.826575563066093,53.87562625359562,18.513499282987343,2024-11-22
Osaka,26.171073662682602,63.61503525206102,8.490632765453647,2024-11-23
Tokyo,32.75250246407038,48.56273792679338,9.5712432743357,2024-11-24
Nagoya,20.008229796306047,61.085597057765234,13.900301338964836,2024-11-25
Tokyo,29.921611992382918,59.66770009355539,0.4447215984366044,2024-11-26
Tokyo,23.930055778872454,57.918831427274604,2.435525893605109,2024-11-27
Tokyo,24.752681451737836,58.71462488561069,0.36842048178420517,2024-11-28
Nagoya,28.37409746083302,41.18150954502361,1.1836338190250637,2024-11-29
Nagoya,19.386389892188507,54.512750922590385,1.3027071848820395,2024-11-30
Tokyo,26.912048730920255,60.928449011411146,3.1659759108498404,2024-12-01
Tokyo,25.83226104106528,61.598563919974005,1.5637152419979117,2024-12-02
Osaka,27.462256320040744,49.72324859074042,0.5322394599515666,2024-12-03
Tokyo,26.44584321953909,72.65707840864701,0.9165567669698085,2024-12-04
Osaka,37.276500699554475,51.33825151785499,0.7965941795647717,2024-12-05
Tokyo,21.81130007874342,69.69457200526736,18.073834164996214,2024-12-06
Osaka,22.345015224990913,64.27194361871685,7.1208640215077725,2024-12-07
Nagoya,21.88429736787618,53.53772690156197,17.172964055921454,2024-12-08
Tokyo,22.222614404198726,77.75310892609512,2.896775928236257,2024-12-09
Tokyo,21.81306436346741,48.0636316824352,1.631203163910938,2024-12-10
Tokyo,30.94508265553776,69.19154173610002,8.00470053659235,2024-12-11
Tokyo,32.102521239949276,70.00582318042979,1.9745098602513413,2024-12-12
Osaka,22.14626853125262,53.293797909233554,1.7789721849606435,2024-12-13
Tokyo,20.838222134478855,73.92465300064329,1.3231230349408831,2024-12-14
Nagoya,27.35707778193202,57.49953485401047,0.6944657242346085,2024-12-15
Nagoya,22.238884778595143,62.88693629279857,1.481684158781171,2024-12-16
Tokyo,28.164659088777555,62.603218387712204,2.1950040958558246,2024-12-17
Nagoya,26.0146151042565,58.65691258529452,5.604200656745553,2024-12-18
Tokyo,17.42127942501384,68.10808273159782,0.3230384428183206,2024-12-19
Tokyo,32.737526006650306,67.93488720552213,1.1818211763742075,2024-12-20
Nagoya,33.97938836547761,42.51468026761819,8.278028148781994,2024-12-21
Tokyo,21.93605654757807,73.04340242878152,0.7945210206221643,2024-12-22
Nagoya,23.061492200320078,43.37508011964326,2.0976564723377953,2024-12-23
Osaka,26.429326953624525,70.32546204341658,9.99978591018371,2024-12-24
Tokyo,26.672283949935125,71.26705136827583,0.8416513317584938,2024-12-25
Osaka,28.29272136336415,49.09033569784802,0.4318043191951981,2024-12-26
Nagoya,35.05102269383175,55.891857120454155,3.3134584176867077,2024-12-27
Osaka,24.11526386252975,48.94295331514064,1.8006868796389461,2024-12-28
Osaka,21.00851377730773,57.850789697112646,4.143784966406359,2024-12-29
Nagoya,18.103403859927365,56.919657158142584,8.143228290865643,2024-12-30
Osaka,21.345349800290403,67.7966053226934,0.7375633156735949,2024-12-31
Osaka,24.834365135631014,73.10308746119608,4.3458322076818146,2025-01-01
Nagoya,33.97278931758894,73.95683810789956,3.521129218640965,2025-01-02
Osaka,22.411943504819142,54.37831973421698,0.7778847340567875,2025-01-03
Nagoya,26.118939758194493,57.90778126255472,4.890810538759516,2025-01-04
Osaka,24.91788551963624,43.1656180777905,1.598550472856222,2025-01-05
Nagoya,30.94196636724042,51.94129933503811,3.345535548474945,2025-01-06
Nagoya,37.63466212936811,69.64851633097457,0.4292729095505401,2025-01-07
Osaka,22.345656135398396,76.15582823548232,3.0770808575299577,2025-01-08
Osaka,22.55280278740889,47.65651128120078,1.8297568147735686,2025-01-09
Osaka,30.22080438534536,54.075357408471056,8.640578305722409,2025-01-10
